Ingreso Silo 101 Time;Ingreso Silo 101;Ingreso Materia Prima Time;Ingreso Materia Prima;Descarte Zaranda Time;Descarte Zaranda;Ingreso Silo de tempering Time;Ingreso Silo de tempering
17/12/2024 06:40:28 a.m.;18,6779975891113;17/12/2024 06:40:28 a.m.;18,1679992675781;17/12/2024 06:40:28 a.m.;0;17/12/2024 06:40:28 a.m.;0
17/12/2024 06:41:28 a.m.;19,9109992980957;17/12/2024 06:41:28 a.m.;18,1440010070801;17/12/2024 06:41:28 a.m.;0;17/12/2024 06:41:28 a.m.;0
17/12/2024 06:42:28 a.m.;19,3049983978271;17/12/2024 06:42:28 a.m.;18,1680011749268;17/12/2024 06:42:28 a.m.;0;17/12/2024 06:42:28 a.m.;0
17/12/2024 06:43:28 a.m.;18,67799949646;17/12/2024 06:43:28 a.m.;18,0959987640381;17/12/2024 06:43:28 a.m.;0;17/12/2024 06:43:28 a.m.;0
17/12/2024 06:44:28 a.m.;18,6450004577637;17/12/2024 06:44:28 a.m.;18,1200008392334;17/12/2024 06:44:28 a.m.;0;17/12/2024 06:44:28 a.m.;0
17/12/2024 06:45:28 a.m.;19,886999130249;17/12/2024 06:45:28 a.m.;18,1919975280762;17/12/2024 06:45:28 a.m.;0;17/12/2024 06:45:28 a.m.;0
17/12/2024 06:46:28 a.m.;19,2510013580322;17/12/2024 06:46:28 a.m.;18,1680011749268;17/12/2024 06:46:28 a.m.;0;17/12/2024 06:46:28 a.m.;0
17/12/2024 06:47:28 a.m.;19,2390003204346;17/12/2024 06:47:28 a.m.;18,1440010070801;17/12/2024 06:47:28 a.m.;0;17/12/2024 06:47:28 a.m.;0
17/12/2024 06:48:28 a.m.;19,2089996337891;17/12/2024 06:48:28 a.m.;18,1680011749268;17/12/2024 06:48:28 a.m.;0;17/12/2024 06:48:28 a.m.;0
17/12/2024 06:49:28 a.m.;19,2450008392334;17/12/2024 06:49:28 a.m.;18,1440010070801;17/12/2024 06:49:28 a.m.;0;17/12/2024 06:49:28 a.m.;0
17/12/2024 06:50:28 a.m.;18,6030006408691;17/12/2024 06:50:28 a.m.;18,1920013427734;17/12/2024 06:50:28 a.m.;0;17/12/2024 06:50:28 a.m.;0
17/12/2024 06:51:28 a.m.;18,5909996032715;17/12/2024 06:51:28 a.m.;18,1920013427734;17/12/2024 06:51:28 a.m.;0;17/12/2024 06:51:28 a.m.;0
17/12/2024 06:52:28 a.m.;18,6450004577637;17/12/2024 06:52:28 a.m.;18,2159996032715;17/12/2024 06:52:28 a.m.;0;17/12/2024 06:52:28 a.m.;0
17/12/2024 06:53:28 a.m.;18,6599998474121;17/12/2024 06:53:28 a.m.;18,2159996032715;17/12/2024 06:53:28 a.m.;0;17/12/2024 06:53:28 a.m.;0
17/12/2024 06:54:28 a.m.;18,0120010375977;17/12/2024 06:54:28 a.m.;18,1439990997314;17/12/2024 06:54:28 a.m.;0;17/12/2024 06:54:28 a.m.;0
17/12/2024 06:55:28 a.m.;17,9850006103516;17/12/2024 06:55:28 a.m.;18,1679992675781;17/12/2024 06:55:28 a.m.;0;17/12/2024 06:55:28 a.m.;0
17/12/2024 06:56:28 a.m.;18,0089988708496;17/12/2024 06:56:28 a.m.;18,1439990997314;17/12/2024 06:56:28 a.m.;0;17/12/2024 06:56:28 a.m.;0
17/12/2024 06:57:28 a.m.;19,3020000457764;17/12/2024 06:57:28 a.m.;18,1679992675781;17/12/2024 06:57:28 a.m.;0;17/12/2024 06:57:28 a.m.;0
17/12/2024 06:58:28 a.m.;18,6990013122559;17/12/2024 06:58:28 a.m.;18,1920013427734;17/12/2024 06:58:28 a.m.;0;17/12/2024 06:58:28 a.m.;0
17/12/2024 06:59:28 a.m.;18,6390018463135;17/12/2024 06:59:28 a.m.;18,1440010070801;17/12/2024 06:59:28 a.m.;0;17/12/2024 06:59:28 a.m.;0
17/12/2024 07:00:28 a.m.;18,6480007171631;17/12/2024 07:00:28 a.m.;18,1680011749268;17/12/2024 07:00:28 a.m.;0;17/12/2024 07:00:28 a.m.;0
17/12/2024 07:01:28 a.m.;19,9110012054443;17/12/2024 07:01:28 a.m.;19,4159984588623;17/12/2024 07:01:28 a.m.;0;17/12/2024 07:01:28 a.m.;0
17/12/2024 07:02:28 a.m.;19,326000213623;17/12/2024 07:02:28 a.m.;18,7919998168945;17/12/2024 07:02:28 a.m.;0;17/12/2024 07:02:28 a.m.;0
17/12/2024 07:03:28 a.m.;19,2720012664795;17/12/2024 07:03:28 a.m.;18,8159999847412;17/12/2024 07:03:28 a.m.;0;17/12/2024 07:03:28 a.m.;0
17/12/2024 07:04:28 a.m.;19,302001953125;17/12/2024 07:04:28 a.m.;18,8640003204346;17/12/2024 07:04:28 a.m.;0;17/12/2024 07:04:28 a.m.;0
17/12/2024 07:05:28 a.m.;19,3080005645752;17/12/2024 07:05:28 a.m.;18,9119987487793;17/12/2024 07:05:28 a.m.;0;17/12/2024 07:05:28 a.m.;0
17/12/2024 07:06:28 a.m.;18,6420001983643;17/12/2024 07:06:28 a.m.;18,8879985809326;17/12/2024 07:06:28 a.m.;0;17/12/2024 07:06:28 a.m.;0
17/12/2024 07:07:28 a.m.;18,6030006408691;17/12/2024 07:07:28 a.m.;18,8880023956299;17/12/2024 07:07:28 a.m.;0;17/12/2024 07:07:28 a.m.;0
17/12/2024 07:08:28 a.m.;18,6060009002686;17/12/2024 07:08:28 a.m.;18,9120025634766;17/12/2024 07:08:28 a.m.;0;17/12/2024 07:08:28 a.m.;0
17/12/2024 07:09:28 a.m.;18,5909996032715;17/12/2024 07:09:28 a.m.;18,8640022277832;17/12/2024 07:09:28 a.m.;0;17/12/2024 07:09:28 a.m.;0
17/12/2024 07:10:28 a.m.;16,7700004577637;17/12/2024 07:10:28 a.m.;18,2640018463135;17/12/2024 07:10:28 a.m.;0;17/12/2024 07:10:28 a.m.;0
17/12/2024 07:11:28 a.m.;17,3190002441406;17/12/2024 07:11:28 a.m.;18,2640018463135;17/12/2024 07:11:28 a.m.;0;17/12/2024 07:11:28 a.m.;0
17/12/2024 07:12:28 a.m.;17,3609981536865;17/12/2024 07:12:28 a.m.;17,0160007476807;17/12/2024 07:12:28 a.m.;0;17/12/2024 07:12:28 a.m.;0
17/12/2024 07:13:28 a.m.;18,6030006408691;17/12/2024 07:13:28 a.m.;17,5679988861084;17/12/2024 07:13:28 a.m.;0;17/12/2024 07:13:28 a.m.;0
17/12/2024 07:14:28 a.m.;18,0240020751953;17/12/2024 07:14:28 a.m.;17,568000793457;17/12/2024 07:14:28 a.m.;0;17/12/2024 07:14:28 a.m.;0
17/12/2024 07:15:28 a.m.;17,9910011291504;17/12/2024 07:15:28 a.m.;17,5200004577637;17/12/2024 07:15:28 a.m.;0;17/12/2024 07:15:28 a.m.;0
17/12/2024 07:16:28 a.m.;17,9910011291504;17/12/2024 07:16:28 a.m.;17,5440006256104;17/12/2024 07:16:28 a.m.;0;17/12/2024 07:16:28 a.m.;0
17/12/2024 07:17:28 a.m.;18,0419979095459;17/12/2024 07:17:28 a.m.;17,5919990539551;17/12/2024 07:17:28 a.m.;0;17/12/2024 07:17:28 a.m.;0
17/12/2024 07:18:28 a.m.;18,056999206543;17/12/2024 07:18:28 a.m.;17,5919990539551;17/12/2024 07:18:28 a.m.;0;17/12/2024 07:18:28 a.m.;0
17/12/2024 07:19:28 a.m.;18,621000289917;17/12/2024 07:19:28 a.m.;17,6399993896484;17/12/2024 07:19:28 a.m.;0;17/12/2024 07:19:28 a.m.;0
17/12/2024 07:20:28 a.m.;15,0450010299683;17/12/2024 07:20:28 a.m.;17,6160011291504;17/12/2024 07:20:28 a.m.;0;17/12/2024 07:20:28 a.m.;0
17/12/2024 07:21:28 a.m.;13,2360000610352;17/12/2024 07:21:28 a.m.;15,7439985275269;17/12/2024 07:21:28 a.m.;0;17/12/2024 07:21:28 a.m.;0
17/12/2024 07:22:28 a.m.;10,8119993209839;17/12/2024 07:22:28 a.m.;13,3679990768433;17/12/2024 07:22:28 a.m.;0;17/12/2024 07:22:28 a.m.;0
17/12/2024 07:23:28 a.m.;8,98799991607666;17/12/2024 07:23:28 a.m.;11,5440006256104;17/12/2024 07:23:28 a.m.;0;17/12/2024 07:23:28 a.m.;0
17/12/2024 07:24:28 a.m.;7,19699954986572;17/12/2024 07:24:28 a.m.;9,74400043487549;17/12/2024 07:24:28 a.m.;0;17/12/2024 07:24:28 a.m.;0
17/12/2024 07:25:28 a.m.;5,40599966049194;17/12/2024 07:25:28 a.m.;7,9200005531311;17/12/2024 07:25:28 a.m.;0;17/12/2024 07:25:28 a.m.;0
17/12/2024 07:26:28 a.m.;3,59100008010864;17/12/2024 07:26:28 a.m.;6,07200002670288;17/12/2024 07:26:28 a.m.;0;17/12/2024 07:26:28 a.m.;0
17/12/2024 07:27:28 a.m.;1,78500008583069;17/12/2024 07:27:28 a.m.;4,2480001449585;17/12/2024 07:27:28 a.m.;0;17/12/2024 07:27:28 a.m.;0
17/12/2024 07:28:28 a.m.;0;17/12/2024 07:28:28 a.m.;2,40000009536743;17/12/2024 07:28:28 a.m.;0;17/12/2024 07:28:28 a.m.;0
17/12/2024 07:29:28 a.m.;0;17/12/2024 07:29:28 a.m.;0,576000034809113;17/12/2024 07:29:28 a.m.;0;17/12/2024 07:29:28 a.m.;0
17/12/2024 07:30:28 a.m.;0;17/12/2024 07:30:28 a.m.;0;17/12/2024 07:30:28 a.m.;0;17/12/2024 07:30:28 a.m.;0
17/12/2024 07:31:28 a.m.;0;17/12/2024 07:31:28 a.m.;0;17/12/2024 07:31:28 a.m.;0;17/12/2024 07:31:28 a.m.;0
17/12/2024 07:32:28 a.m.;0;17/12/2024 07:32:28 a.m.;0;17/12/2024 07:32:28 a.m.;0;17/12/2024 07:32:28 a.m.;0
17/12/2024 07:33:28 a.m.;0;17/12/2024 07:33:28 a.m.;0;17/12/2024 07:33:28 a.m.;0;17/12/2024 07:33:28 a.m.;0
17/12/2024 07:34:28 a.m.;0;17/12/2024 07:34:28 a.m.;0;17/12/2024 07:34:28 a.m.;0;17/12/2024 07:34:28 a.m.;0
17/12/2024 07:35:28 a.m.;0;17/12/2024 07:35:28 a.m.;0;17/12/2024 07:35:28 a.m.;0;17/12/2024 07:35:28 a.m.;0
17/12/2024 07:36:28 a.m.;0;17/12/2024 07:36:28 a.m.;0;17/12/2024 07:36:28 a.m.;0;17/12/2024 07:36:28 a.m.;0
17/12/2024 07:37:28 a.m.;0;17/12/2024 07:37:28 a.m.;0;17/12/2024 07:37:28 a.m.;0;17/12/2024 07:37:28 a.m.;0
17/12/2024 07:38:28 a.m.;0;17/12/2024 07:38:28 a.m.;0;17/12/2024 07:38:28 a.m.;0;17/12/2024 07:38:28 a.m.;0
17/12/2024 07:39:28 a.m.;0;17/12/2024 07:39:28 a.m.;0;17/12/2024 07:39:28 a.m.;0;17/12/2024 07:39:28 a.m.;0
17/12/2024 07:40:28 a.m.;0;17/12/2024 07:40:28 a.m.;0;17/12/2024 07:40:28 a.m.;0;17/12/2024 07:40:28 a.m.;0
17/12/2024 07:41:28 a.m.;0;17/12/2024 07:41:28 a.m.;0;17/12/2024 07:41:28 a.m.;0;17/12/2024 07:41:28 a.m.;0
17/12/2024 07:42:28 a.m.;0;17/12/2024 07:42:28 a.m.;0;17/12/2024 07:42:28 a.m.;0;17/12/2024 07:42:28 a.m.;0
17/12/2024 07:43:28 a.m.;0;17/12/2024 07:43:28 a.m.;0;17/12/2024 07:43:28 a.m.;0;17/12/2024 07:43:28 a.m.;0
17/12/2024 07:44:28 a.m.;0;17/12/2024 07:44:28 a.m.;0;17/12/2024 07:44:28 a.m.;0;17/12/2024 07:44:28 a.m.;0
17/12/2024 07:45:28 a.m.;0;17/12/2024 07:45:28 a.m.;0;17/12/2024 07:45:28 a.m.;0;17/12/2024 07:45:28 a.m.;0
17/12/2024 07:46:28 a.m.;0;17/12/2024 07:46:28 a.m.;0;17/12/2024 07:46:28 a.m.;0;17/12/2024 07:46:28 a.m.;0
17/12/2024 07:47:28 a.m.;0;17/12/2024 07:47:28 a.m.;0;17/12/2024 07:47:28 a.m.;0;17/12/2024 07:47:28 a.m.;0
17/12/2024 07:48:28 a.m.;0;17/12/2024 07:48:28 a.m.;0;17/12/2024 07:48:28 a.m.;0;17/12/2024 07:48:28 a.m.;0
17/12/2024 07:49:28 a.m.;0;17/12/2024 07:49:28 a.m.;0;17/12/2024 07:49:28 a.m.;0;17/12/2024 07:49:28 a.m.;0
17/12/2024 07:50:28 a.m.;0;17/12/2024 07:50:28 a.m.;0;17/12/2024 07:50:28 a.m.;0;17/12/2024 07:50:28 a.m.;0
17/12/2024 07:51:28 a.m.;0;17/12/2024 07:51:28 a.m.;0;17/12/2024 07:51:28 a.m.;0;17/12/2024 07:51:28 a.m.;0
17/12/2024 07:52:28 a.m.;0;17/12/2024 07:52:28 a.m.;0;17/12/2024 07:52:28 a.m.;0;17/12/2024 07:52:28 a.m.;0
17/12/2024 07:53:28 a.m.;0;17/12/2024 07:53:28 a.m.;0;17/12/2024 07:53:28 a.m.;0;17/12/2024 07:53:28 a.m.;0
17/12/2024 07:54:28 a.m.;0;17/12/2024 07:54:28 a.m.;0;17/12/2024 07:54:28 a.m.;0;17/12/2024 07:54:28 a.m.;0
17/12/2024 07:55:28 a.m.;0;17/12/2024 07:55:28 a.m.;0;17/12/2024 07:55:28 a.m.;0;17/12/2024 07:55:28 a.m.;0
17/12/2024 07:56:28 a.m.;0;17/12/2024 07:56:28 a.m.;0;17/12/2024 07:56:28 a.m.;0;17/12/2024 07:56:28 a.m.;0
17/12/2024 07:57:28 a.m.;0;17/12/2024 07:57:28 a.m.;0;17/12/2024 07:57:28 a.m.;0;17/12/2024 07:57:28 a.m.;0
17/12/2024 07:58:28 a.m.;0;17/12/2024 07:58:28 a.m.;0;17/12/2024 07:58:28 a.m.;0;17/12/2024 07:58:28 a.m.;0
17/12/2024 07:59:28 a.m.;0;17/12/2024 07:59:28 a.m.;0;17/12/2024 07:59:28 a.m.;0;17/12/2024 07:59:28 a.m.;0
17/12/2024 08:00:28 a.m.;0;17/12/2024 08:00:28 a.m.;0;17/12/2024 08:00:28 a.m.;0;17/12/2024 08:00:28 a.m.;0
17/12/2024 08:01:28 a.m.;0;17/12/2024 08:01:28 a.m.;0;17/12/2024 08:01:28 a.m.;0;17/12/2024 08:01:28 a.m.;0
17/12/2024 08:02:28 a.m.;0;17/12/2024 08:02:28 a.m.;0;17/12/2024 08:02:28 a.m.;0;17/12/2024 08:02:28 a.m.;0
17/12/2024 08:03:28 a.m.;0;17/12/2024 08:03:28 a.m.;0;17/12/2024 08:03:28 a.m.;0;17/12/2024 08:03:28 a.m.;0
17/12/2024 08:04:28 a.m.;0;17/12/2024 08:04:28 a.m.;0;17/12/2024 08:04:28 a.m.;0;17/12/2024 08:04:28 a.m.;0
17/12/2024 08:05:28 a.m.;0;17/12/2024 08:05:28 a.m.;0;17/12/2024 08:05:28 a.m.;0;17/12/2024 08:05:28 a.m.;0
17/12/2024 08:06:28 a.m.;0;17/12/2024 08:06:28 a.m.;0;17/12/2024 08:06:28 a.m.;0;17/12/2024 08:06:28 a.m.;0
17/12/2024 08:07:28 a.m.;0;17/12/2024 08:07:28 a.m.;0;17/12/2024 08:07:28 a.m.;0;17/12/2024 08:07:28 a.m.;0
17/12/2024 08:08:28 a.m.;0;17/12/2024 08:08:28 a.m.;0;17/12/2024 08:08:28 a.m.;0;17/12/2024 08:08:28 a.m.;0
17/12/2024 08:09:28 a.m.;0;17/12/2024 08:09:28 a.m.;0;17/12/2024 08:09:28 a.m.;0;17/12/2024 08:09:28 a.m.;0
17/12/2024 08:10:28 a.m.;0;17/12/2024 08:10:28 a.m.;0;17/12/2024 08:10:28 a.m.;0;17/12/2024 08:10:28 a.m.;0
17/12/2024 08:11:28 a.m.;0;17/12/2024 08:11:28 a.m.;0;17/12/2024 08:11:28 a.m.;0;17/12/2024 08:11:28 a.m.;0
17/12/2024 08:12:28 a.m.;0;17/12/2024 08:12:28 a.m.;0;17/12/2024 08:12:28 a.m.;0;17/12/2024 08:12:28 a.m.;0
17/12/2024 08:13:28 a.m.;0;17/12/2024 08:13:28 a.m.;0;17/12/2024 08:13:28 a.m.;0;17/12/2024 08:13:28 a.m.;0
17/12/2024 08:14:28 a.m.;0;17/12/2024 08:14:28 a.m.;0;17/12/2024 08:14:28 a.m.;0;17/12/2024 08:14:28 a.m.;0
17/12/2024 08:15:28 a.m.;0;17/12/2024 08:15:28 a.m.;0;17/12/2024 08:15:28 a.m.;0;17/12/2024 08:15:28 a.m.;0
17/12/2024 08:16:28 a.m.;0;17/12/2024 08:16:28 a.m.;0;17/12/2024 08:16:28 a.m.;0;17/12/2024 08:16:28 a.m.;0
17/12/2024 08:17:28 a.m.;0;17/12/2024 08:17:28 a.m.;0;17/12/2024 08:17:28 a.m.;0;17/12/2024 08:17:28 a.m.;0
17/12/2024 08:18:28 a.m.;0;17/12/2024 08:18:28 a.m.;0;17/12/2024 08:18:28 a.m.;0;17/12/2024 08:18:28 a.m.;0
17/12/2024 08:19:28 a.m.;0;17/12/2024 08:19:28 a.m.;0;17/12/2024 08:19:28 a.m.;0;17/12/2024 08:19:28 a.m.;0
17/12/2024 08:20:28 a.m.;0;17/12/2024 08:20:28 a.m.;0;17/12/2024 08:20:28 a.m.;0;17/12/2024 08:20:28 a.m.;0
17/12/2024 08:21:28 a.m.;0;17/12/2024 08:21:28 a.m.;0;17/12/2024 08:21:28 a.m.;0;17/12/2024 08:21:28 a.m.;0
17/12/2024 08:22:28 a.m.;0;17/12/2024 08:22:28 a.m.;0;17/12/2024 08:22:28 a.m.;0;17/12/2024 08:22:28 a.m.;0
17/12/2024 08:23:28 a.m.;0;17/12/2024 08:23:28 a.m.;0;17/12/2024 08:23:28 a.m.;0;17/12/2024 08:23:28 a.m.;0
17/12/2024 08:24:28 a.m.;0;17/12/2024 08:24:28 a.m.;0;17/12/2024 08:24:28 a.m.;0;17/12/2024 08:24:28 a.m.;0
17/12/2024 08:25:28 a.m.;0;17/12/2024 08:25:28 a.m.;0;17/12/2024 08:25:28 a.m.;0;17/12/2024 08:25:28 a.m.;0
17/12/2024 08:26:28 a.m.;0;17/12/2024 08:26:28 a.m.;0;17/12/2024 08:26:28 a.m.;0;17/12/2024 08:26:28 a.m.;0
17/12/2024 08:27:28 a.m.;0;17/12/2024 08:27:28 a.m.;0;17/12/2024 08:27:28 a.m.;0;17/12/2024 08:27:28 a.m.;0
17/12/2024 08:28:28 a.m.;0;17/12/2024 08:28:28 a.m.;0;17/12/2024 08:28:28 a.m.;0;17/12/2024 08:28:28 a.m.;0
17/12/2024 08:29:28 a.m.;0;17/12/2024 08:29:28 a.m.;0;17/12/2024 08:29:28 a.m.;0;17/12/2024 08:29:28 a.m.;0
17/12/2024 08:30:28 a.m.;0;17/12/2024 08:30:28 a.m.;0;17/12/2024 08:30:28 a.m.;0;17/12/2024 08:30:28 a.m.;0
17/12/2024 08:31:28 a.m.;0;17/12/2024 08:31:28 a.m.;0;17/12/2024 08:31:28 a.m.;0;17/12/2024 08:31:28 a.m.;0
17/12/2024 08:32:28 a.m.;0;17/12/2024 08:32:28 a.m.;0;17/12/2024 08:32:28 a.m.;0;17/12/2024 08:32:28 a.m.;0
17/12/2024 08:33:28 a.m.;0;17/12/2024 08:33:28 a.m.;0;17/12/2024 08:33:28 a.m.;0;17/12/2024 08:33:28 a.m.;0
17/12/2024 08:34:28 a.m.;0;17/12/2024 08:34:28 a.m.;0;17/12/2024 08:34:28 a.m.;0;17/12/2024 08:34:28 a.m.;0
17/12/2024 08:35:28 a.m.;0;17/12/2024 08:35:28 a.m.;0;17/12/2024 08:35:28 a.m.;0;17/12/2024 08:35:28 a.m.;0
17/12/2024 08:36:28 a.m.;0;17/12/2024 08:36:28 a.m.;0;17/12/2024 08:36:28 a.m.;0;17/12/2024 08:36:28 a.m.;0
17/12/2024 08:37:28 a.m.;0;17/12/2024 08:37:28 a.m.;0;17/12/2024 08:37:28 a.m.;0;17/12/2024 08:37:28 a.m.;0
17/12/2024 08:38:28 a.m.;0;17/12/2024 08:38:28 a.m.;0;17/12/2024 08:38:28 a.m.;0;17/12/2024 08:38:28 a.m.;0
17/12/2024 08:39:28 a.m.;0;17/12/2024 08:39:28 a.m.;0;17/12/2024 08:39:28 a.m.;0;17/12/2024 08:39:28 a.m.;0
17/12/2024 08:40:28 a.m.;0;17/12/2024 08:40:28 a.m.;0;17/12/2024 08:40:28 a.m.;0;17/12/2024 08:40:28 a.m.;0
17/12/2024 08:41:28 a.m.;0;17/12/2024 08:41:28 a.m.;0;17/12/2024 08:41:28 a.m.;0;17/12/2024 08:41:28 a.m.;0
17/12/2024 08:42:28 a.m.;0;17/12/2024 08:42:28 a.m.;0;17/12/2024 08:42:28 a.m.;0;17/12/2024 08:42:28 a.m.;0
17/12/2024 08:43:28 a.m.;0;17/12/2024 08:43:28 a.m.;0;17/12/2024 08:43:28 a.m.;0;17/12/2024 08:43:28 a.m.;0
17/12/2024 08:44:28 a.m.;0;17/12/2024 08:44:28 a.m.;0;17/12/2024 08:44:28 a.m.;0;17/12/2024 08:44:28 a.m.;0
17/12/2024 08:45:28 a.m.;0;17/12/2024 08:45:28 a.m.;0;17/12/2024 08:45:28 a.m.;0;17/12/2024 08:45:28 a.m.;0
17/12/2024 08:46:28 a.m.;0;17/12/2024 08:46:28 a.m.;0;17/12/2024 08:46:28 a.m.;0;17/12/2024 08:46:28 a.m.;0
17/12/2024 08:47:28 a.m.;0;17/12/2024 08:47:28 a.m.;0;17/12/2024 08:47:28 a.m.;0;17/12/2024 08:47:28 a.m.;0
17/12/2024 08:48:28 a.m.;0;17/12/2024 08:48:28 a.m.;0;17/12/2024 08:48:28 a.m.;0;17/12/2024 08:48:28 a.m.;0
17/12/2024 08:49:28 a.m.;0;17/12/2024 08:49:28 a.m.;0;17/12/2024 08:49:28 a.m.;0;17/12/2024 08:49:28 a.m.;0
17/12/2024 08:50:28 a.m.;0;17/12/2024 08:50:28 a.m.;0;17/12/2024 08:50:28 a.m.;0;17/12/2024 08:50:28 a.m.;0
17/12/2024 08:51:28 a.m.;0;17/12/2024 08:51:28 a.m.;0;17/12/2024 08:51:28 a.m.;0;17/12/2024 08:51:28 a.m.;0
17/12/2024 08:52:28 a.m.;0;17/12/2024 08:52:28 a.m.;0;17/12/2024 08:52:28 a.m.;0;17/12/2024 08:52:28 a.m.;0
17/12/2024 08:53:28 a.m.;0;17/12/2024 08:53:28 a.m.;0;17/12/2024 08:53:28 a.m.;0;17/12/2024 08:53:28 a.m.;0
17/12/2024 08:54:28 a.m.;0;17/12/2024 08:54:28 a.m.;0;17/12/2024 08:54:28 a.m.;0;17/12/2024 08:54:28 a.m.;0
17/12/2024 08:55:28 a.m.;1,182000041008;17/12/2024 08:55:28 a.m.;1,20000004768372;17/12/2024 08:55:28 a.m.;0;17/12/2024 08:55:28 a.m.;0
17/12/2024 08:56:28 a.m.;4,19099998474121;17/12/2024 08:56:28 a.m.;0,600000023841858;17/12/2024 08:56:28 a.m.;0;17/12/2024 08:56:28 a.m.;0
17/12/2024 08:57:28 a.m.;7,25099945068359;17/12/2024 08:57:28 a.m.;3,0479998588562;17/12/2024 08:57:28 a.m.;0;17/12/2024 08:57:28 a.m.;0
17/12/2024 08:58:28 a.m.;8,37899971008301;17/12/2024 08:58:28 a.m.;4,17599964141846;17/12/2024 08:58:28 a.m.;0;17/12/2024 08:58:28 a.m.;0
17/12/2024 08:59:28 a.m.;10,1820011138916;17/12/2024 08:59:28 a.m.;6,64799976348877;17/12/2024 08:59:28 a.m.;0;17/12/2024 08:59:28 a.m.;0
17/12/2024 09:00:28 a.m.;11,9969997406006;17/12/2024 09:00:28 a.m.;8,52000045776367;17/12/2024 09:00:28 a.m.;0;17/12/2024 09:00:28 a.m.;0
17/12/2024 09:01:28 a.m.;13,8420000076294;17/12/2024 09:01:28 a.m.;10,3199996948242;17/12/2024 09:01:28 a.m.;0;17/12/2024 09:01:28 a.m.;0
17/12/2024 09:02:28 a.m.;15,5880002975464;17/12/2024 09:02:28 a.m.;12,1439990997314;17/12/2024 09:02:28 a.m.;0;17/12/2024 09:02:28 a.m.;0
17/12/2024 09:03:28 a.m.;17,3969993591309;17/12/2024 09:03:28 a.m.;13,967999458313;17/12/2024 09:03:28 a.m.;0;17/12/2024 09:03:28 a.m.;0
17/12/2024 09:04:28 a.m.;18,6149997711182;17/12/2024 09:04:28 a.m.;15,1919994354248;17/12/2024 09:04:28 a.m.;0;17/12/2024 09:04:28 a.m.;0
17/12/2024 09:05:28 a.m.;18,6059989929199;17/12/2024 09:05:28 a.m.;17,0160007476807;17/12/2024 09:05:28 a.m.;0;17/12/2024 09:05:28 a.m.;0
17/12/2024 09:06:28 a.m.;17,9610004425049;17/12/2024 09:06:28 a.m.;17,6160011291504;17/12/2024 09:06:28 a.m.;0;17/12/2024 09:06:28 a.m.;0
17/12/2024 09:07:28 a.m.;17,9550018310547;17/12/2024 09:07:28 a.m.;18,3119983673096;17/12/2024 09:07:28 a.m.;0;17/12/2024 09:07:28 a.m.;0
17/12/2024 09:08:28 a.m.;19,2179985046387;17/12/2024 09:08:28 a.m.;18,2880001068115;17/12/2024 09:08:28 a.m.;0;17/12/2024 09:08:28 a.m.;0
17/12/2024 09:09:28 a.m.;18,5970001220703;17/12/2024 09:09:28 a.m.;18,2640018463135;17/12/2024 09:09:28 a.m.;0;17/12/2024 09:09:28 a.m.;0
17/12/2024 09:10:28 a.m.;18,5909996032715;17/12/2024 09:10:28 a.m.;18,2640018463135;17/12/2024 09:10:28 a.m.;0;17/12/2024 09:10:28 a.m.;0
17/12/2024 09:11:28 a.m.;19,851001739502;17/12/2024 09:11:28 a.m.;18,2159996032715;17/12/2024 09:11:28 a.m.;0;17/12/2024 09:11:28 a.m.;0
17/12/2024 09:12:28 a.m.;19,2690010070801;17/12/2024 09:12:28 a.m.;18,2400016784668;17/12/2024 09:12:28 a.m.;0;17/12/2024 09:12:28 a.m.;0
17/12/2024 09:13:28 a.m.;19,2210025787354;17/12/2024 09:13:28 a.m.;19,4400005340576;17/12/2024 09:13:28 a.m.;0;17/12/2024 09:13:28 a.m.;0
17/12/2024 09:14:28 a.m.;19,242000579834;17/12/2024 09:14:28 a.m.;18,8400001525879;17/12/2024 09:14:28 a.m.;0;17/12/2024 09:14:28 a.m.;0
17/12/2024 09:15:28 a.m.;19,2240009307861;17/12/2024 09:15:28 a.m.;18,8879985809326;17/12/2024 09:15:28 a.m.;0;17/12/2024 09:15:28 a.m.;0
17/12/2024 09:16:28 a.m.;20,4720001220703;17/12/2024 09:16:28 a.m.;18,8400001525879;17/12/2024 09:16:28 a.m.;0;17/12/2024 09:16:28 a.m.;0
17/12/2024 09:17:28 a.m.;19,2749977111816;17/12/2024 09:17:28 a.m.;18,8400001525879;17/12/2024 09:17:28 a.m.;0;17/12/2024 09:17:28 a.m.;0
17/12/2024 09:18:28 a.m.;19,2239990234375;17/12/2024 09:18:28 a.m.;18,7919998168945;17/12/2024 09:18:28 a.m.;0;17/12/2024 09:18:28 a.m.;0
17/12/2024 09:19:28 a.m.;19,2449989318848;17/12/2024 09:19:28 a.m.;18,8159999847412;17/12/2024 09:19:28 a.m.;0;17/12/2024 09:19:28 a.m.;0
17/12/2024 09:20:28 a.m.;19,8419990539551;17/12/2024 09:20:28 a.m.;18,7919998168945;17/12/2024 09:20:28 a.m.;0;17/12/2024 09:20:28 a.m.;0
17/12/2024 09:21:28 a.m.;19,2000007629395;17/12/2024 09:21:28 a.m.;18,8639984130859;17/12/2024 09:21:28 a.m.;0;17/12/2024 09:21:28 a.m.;0
